관리번호,수목명,수목구분,수목유형,식재일,관리기관전화번호,관리기관명,데이터기준일자,도로명,도로종류,도로시작점,도로종료점,수목위치,수목위도,수목경도,도로명주소,지번주소,행정동,흉고직경,근원직경,식재간격,수령,도로폭,보도폭,보호덮개,보호틀,보호틀파손여부,뿌리융기여부,통기,지장물1,지장물2,수목전경사진,보호덮개사진
06-회기로-가-0204,은행나무,가로수,교목,1982-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,회기로,특별시도,서울특별시 동대문구 제기동 1149-16,서울특별시 동대문구 휘경동 183-144,설빙,37.59006797,127.057381,,서울특별시 동대문구 휘경동 319-42,휘경1동,0.36,0.51,8,45,20,2.2,압연강판,사각형,N,N,N,,,01-06-회기로-가-0204-001.jpg,01-06-회기로-가-0204-002.jpg
06-회기로-가-0152,은행나무,가로수,교목,1981-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,회기로,특별시도,서울특별시 동대문구 제기동 1149-16,서울특별시 동대문구 휘경동 183-144,노브랜드버거 앞,37.5915082,127.0525145,,서울특별시 동대문구 회기동 45-46,회기동,0.37,0.47,5.8,47,20,1.2,압연강판,사각형,N,N,N,표지판,전신주,01-06-회기로-가-0152-001.jpg,01-06-회기로-가-0152-002.jpg
06-전농로-가-0276,은행나무,가로수,교목,1969-04-04,02-2127-4319,서울특별시 동대문구청,2022-12-12,전농로,특별시도,서울특별시 동대문구 답십리동 492-1,서울특별시 동대문구 전농동 620-67,씨엔에스에프에이,37.5792674,127.056503,,서울특별시 동대문구 전농동 184-4,전농1동,0.46,0.57,5,58,25,2,주철,사각형,N,N,N,전깃줄,,01-06-전농로-가-0276-001.jpg,01-06-전농로-가-0276-002.jpg
06-안암로-가-0121,은행나무,가로수,교목,1969-04-04,02-2127-4319,서울특별시 동대문구청,2022-12-12,안암로,특별시도,서울특별시 동대문구 신설동 397-2,서울특별시 동대문구 제기동 136-11,MOONDANN 앞,37.58785629,127.0343857,,서울특별시 동대문구 제기동 142-19,제기동,0.46,0.53,6.1,58,25,2.7,주철,사각형,N,N,N,전깃줄,,01-06-안암로-가-0121-001.jpg,01-06-안암로-가-0121-002.jpg
06-답십리로-가-0337,이팝나무,가로수,교목,2004-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,답십리로,특별시도,서울특별시 동대문구 전농동 621-1,서울특별시 동대문구 장안동 333-2,답십리공원 앞,37.57274058,127.0621366,,서울특별시 동대문구 답십리동 2-299,답십리2동,0.11,0.13,4.1,23,30,1,압연강판,사각형,N,N,N,,,01-06-답십리로-가-0337-001.jpg,01-06-답십리로-가-0337-002.jpg
06-왕산로-가-0272,은행나무,가로수,교목,1986-04-07,02-2127-4319,서울특별시 동대문구청,2022-12-12,왕산로,특별시도,서울특별시 동대문구 신설동 131-50,서울특별시 동대문구 휘경동 343-23,롯데리아 앞,37.5780229,127.0330012,,서울특별시 동대문구 용두동 237-10,용신동,0.33,0.4,4,42,35,3.1,압연강판,,N,N,N,,,01-06-왕산로-가-0272-001.jpg,01-06-왕산로-가-0272-002.jpg
06-장안벚꽃로-가-0406,양버즘나무,가로수,교목,1999-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,장안벚꽃로,특별시도,서울특별시 동대문구 장안동 467,서울특별시 동대문구 휘경동 산6-69,장안현대어린이집 반대편,37.5691475,127.075745,,서울특별시 동대문구 장안동 473-5,장안1동,0.33,0.49,5,28,20,1.2,기타,사각형,N,N,N,,,01-06-장안벚꽃로-가-0406-001.jpg,01-06-장안벚꽃로-가-0406-002.jpg
06-정릉천동로-가-0013,양버즘나무,가로수,교목,1999-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,정릉천동로,특별시도,서울특별시 동대문구 용두동 696-5,서울특별시 동대문구 제기동 859-1,정릉천동로111 앞,37.5822321,127.0357067,,서울특별시 동대문구 제기동 1205,제기동,0.33,0.45,7.4,28,18,,주철,사각형,N,N,N,전깃줄,,01-06-정릉천동로-가-0013-001.jpg,01-06-정릉천동로-가-0013-002.jpg
06-무학로-가-0152,은행나무,가로수,교목,1992-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,무학로,특별시도,서울특별시 동대문구 용두동 255-58,서울특별시 동대문구 용두동 726-1,무은회관 앞,37.5773994,127.0304048,,서울특별시 동대문구 용두동 237-10,용신동,0.28,0.36,7,35,25,2.6,,사각형,N,N,N,전깃줄,,01-06-무학로-가-0152-001.jpg,01-06-무학로-가-0152-002.jpg
06-무학로-가-0019,양버즘나무,가로수,교목,2003-04-07,02-2127-4319,서울특별시 동대문구청,2022-12-12,무학로,특별시도,서울특별시 동대문구 용두동 255-58,서울특별시 동대문구 용두동 726-1,신학식품종합기계,37.5721155,127.0306294,,서울특별시 동대문구 용두동 237-10,용신동,0.29,0.35,6.5,25,25,2.8,,,N,N,N,전깃줄,,01-06-무학로-가-0019-001.jpg,01-06-무학로-가-0019-002.jpg
06-장안벚꽃로-가-0027,이팝나무,가로수,교목,2008-04-04,02-2127-4319,서울특별시 동대문구청,2022-12-12,장안벚꽃로,특별시도,서울특별시 동대문구 장안동 467,서울특별시 동대문구 휘경동 산6-69,파라브아파트,37.5639803,127.0725924,,서울특별시 동대문구 장안동 440-16,장안1동,0.09,0.11,11,19,20,1.3,압연강판,,N,N,N,전깃줄,,01-06-장안벚꽃로-가-0027-001.jpg,01-06-장안벚꽃로-가-0027-002.jpg
06-전농로-가-0263,은행나무,가로수,교목,1962-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,전농로,특별시도,서울특별시 동대문구 답십리동 492-1,서울특별시 동대문구 전농동 620-67,킹모터스 앞,37.580447,127.0556552,,서울특별시 동대문구 전농동 189-1,전농1동,0.52,0.64,13.6,65,25,2.8,주철,사각형,N,N,N,전깃줄,,01-06-전농로-가-0263-001.jpg,01-06-전농로-가-0263-002.jpg
06-안암로-가-0033,양버즘나무,가로수,교목,2006-04-05,02-2127-4319,서울특별시 동대문구청,2022-12-12,안암로,특별시도,서울특별시 동대문구 신설동 397-2,서울특별시 동대문구 제기동 136-11,명진인쇄산업 앞,37.5808208,127.0269818,,서울특별시 동대문구 용두동 774,용신동,0.25,0.29,5,21,25,2.2,,대상형,N,N,N,전신주,전깃줄,01-06-안암로-가-0033-001.jpg,01-06-안암로-가-0033-002.jpg
06-안암로-가-0068,은행나무,가로수,교목,1983-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,안암로,특별시도,서울특별시 동대문구 신설동 397-2,서울특별시 동대문구 제기동 136-11,코끼리할인마트 앞,37.5830812,127.0300602,,서울특별시 동대문구 제기동 1154,제기동,0.35,0.45,5.3,44,25,,주철,사각형,N,N,N,전신주,전깃줄,01-06-안암로-가-0068-001.jpg,01-06-안암로-가-0068-002.jpg
06-천호대로-가-0262,양버즘나무,가로수,교목,1987-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,천호대로,특별시도,서울특별시 동대문구 신설동 117-21,서울특별시 동대문구 장안동 204-13,지월에스테이트 앞,37.56589915,127.0542728,,서울특별시 동대문구 답십리동 493-7,답십리1동,0.48,0.51,7,40,40,6.5,주철,사각형,N,N,N,,,01-06-천호대로-가-0262-001.jpg,01-06-천호대로-가-0262-002.jpg
06-천호대로-가-0208,양버즘나무,가로수,교목,1996-04-08,02-2127-4319,서울특별시 동대문구청,2022-12-12,천호대로,특별시도,서울특별시 동대문구 신설동 117-21,서울특별시 동대문구 장안동 204-13,볼보자동차,37.5623129,127.0601901,,서울특별시 동대문구 장안동 472-3,장안1동,0.37,0.54,11.5,31,40,4,,대상형,N,N,N,,,01-06-천호대로-가-0208-001.jpg,01-06-천호대로-가-0208-002.jpg
06-홍릉로-가-0102,양버즘나무,가로수,교목,1996-04-08,02-2127-4319,서울특별시 동대문구청,2022-12-12,홍릉로,특별시도,서울특별시 동대문구 청량리동 279,서울특별시 동대문구 청량리동 206-77,홍릉로115 앞,37.590506,127.0423272,,서울특별시 동대문구 청량리동 산 1-227,청량리동,0.37,0.45,7.7,31,23,1.3,압연강판,사각형,N,N,N,전깃줄,,01-06-홍릉로-가-0102-001.jpg,01-06-홍릉로-가-0102-002.jpg
06-고산자로-가-0184,양버즘나무,가로수,교목,1997-04-07,02-2127-4319,서울특별시 동대문구청,2022-12-12,고산자로,특별시도,서울특별시 동대문구 용두동 696-10,서울특별시 동대문구 제기동 1149-16,반듯한우 앞,37.5842579,127.0386951,,서울특별시 동대문구 제기동 796,제기동,0.36,0.43,4.5,30,25,2.6,압연강판,사각형,N,N,N,전깃줄,,01-06-고산자로-가-0184-001.jpg,01-06-고산자로-가-0184-002.jpg
06-전농로-가-0357,양버즘나무,가로수,교목,1992-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,전농로,특별시도,서울특별시 동대문구 답십리동 492-1,서울특별시 동대문구 전농동 620-67,수연헤어팜 앞,37.5704061,127.0571316,,서울특별시 동대문구 답십리동 257-1,답십리1동,0.42,0.5,7,35,25,3,,사각형,N,N,N,전깃줄,건물,01-06-전농로-가-0357-001.jpg,01-06-전농로-가-0357-002.jpg
06-회기로-가-0324,은행나무,가로수,교목,1989-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,회기로,특별시도,서울특별시 동대문구 제기동 1149-16,서울특별시 동대문구 휘경동 183-144,국립산림과학원 앞,37.59182739,127.0443726,,서울특별시 동대문구 청량리동 206-3,청량리동,0.3,0.36,5.3,38,20,1.3,주철,사각형,N,N,N,표지판,,01-06-회기로-가-0324-001.jpg,01-06-회기로-가-0324-002.jpg
06-제기로-가-0103,양버즘나무,가로수,교목,2004-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,제기로,특별시도,서울특별시 동대문구 제기동 142-22,서울특별시 동대문구 전농동 620-67,웰빙농산물마트 앞,37.586409,127.0480462,,서울특별시 동대문구 청량리동 34,청량리동,0.28,0.33,6.5,24,25,1.5,주철,사각형,N,N,N,가로등,전깃줄,01-06-제기로-가-0103-001.jpg,01-06-제기로-가-0103-002.jpg
06-제기로-가-0080,양버즘나무,가로수,교목,1999-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,제기로,특별시도,서울특별시 동대문구 제기동 142-22,서울특별시 동대문구 전농동 620-67,제기로26길2 앞,37.5867064,127.0447273,,서울특별시 동대문구 청량리동 819,청량리동,0.34,0.44,5,29,25,1.6,압연강판,사각형,N,Y,N,전신주,전깃줄,01-06-제기로-가-0080-001.jpg,01-06-제기로-가-0080-002.jpg
06-전농로-가-0391,양버즘나무,가로수,교목,1996-04-08,02-2127-4319,서울특별시 동대문구청,2022-12-12,전농로,특별시도,서울특별시 동대문구 답십리동 492-1,서울특별시 동대문구 전농동 620-67,치탑7 앞,37.5659611,127.0553049,,서울특별시 동대문구 답십리동 530-2,답십리1동,0.37,0.4,7,31,25,2,압연강판,,N,N,N,전깃줄,,01-06-전농로-가-0391-001.jpg,01-06-전농로-가-0391-002.jpg
06-답십리로-가-0217,이팝나무,가로수,교목,2002-04-04,02-2127-4319,서울특별시 동대문구청,2022-12-12,답십리로,특별시도,서울특별시 동대문구 전농동 621-1,서울특별시 동대문구 장안동 333-2,현대종합동물병원,37.5723383,127.0732476,,서울특별시 동대문구 장안동 470-1,장안2동,0.12,0.16,6,25,30,1.9,압연강판,사각형,N,N,N,전깃줄,,01-06-답십리로-가-0217-001.jpg,01-06-답십리로-가-0217-002.jpg
06-경동시장로-가-0013,이팝나무,가로수,교목,1971-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,경동시장로,특별시도,서울특별시 동대문구 제기동 1000,서울특별시 동대문구 제기동 289-6,정화여자상업고등학교 앞,37.58537674,127.0405121,서울특별시 동대문구 홍릉로15길 50,서울특별시 동대문구 제기동 293,제기동,0.27,0.29,8,57,19,1.3,주철,사각형,N,N,N,간판,,01-06-경동시장로-가-0013-001.jpg,01-06-경동시장로-가-0013-002.jpg
06-사가정로-가-0145,느티나무,가로수,교목,2015-04-03,02-2127-4319,서울특별시 동대문구청,2022-12-12,사가정로,특별시도,서울특별시 동대문구 답십리동 524-1,경기도 구리시 아천동 28-2,왕코등갈비 앞,37.57877974,127.0688089,,서울특별시 동대문구 장안동 105-6,장안2동,0.1,0.13,9.5,13,20,1.2,압연강판,사각형,N,N,N,전깃줄,,01-06-사가정로-가-0145-001.jpg,01-06-사가정로-가-0145-002.jpg
06-전농로-가-0239,은행나무,가로수,교목,1992-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,전농로,특별시도,서울특별시 동대문구 답십리동 492-1,서울특별시 동대문구 전농동 620-67,착한부동산 앞,37.582046,127.0544784,,서울특별시 동대문구 전농동 141-62,전농1동,0.28,0.39,9.5,35,25,2.8,주철,사각형,N,N,N,전깃줄,,01-06-전농로-가-0239-001.jpg,01-06-전농로-가-0239-002.jpg
06-안암로-가-0103,은행나무,가로수,교목,2003-04-07,02-2127-4319,서울특별시 동대문구청,2022-12-12,안암로,특별시도,서울특별시 동대문구 신설동 397-2,서울특별시 동대문구 제기동 136-11,교촌치킨 앞,37.5861389,127.0327154,,서울특별시 동대문구 제기동 142-21,제기동,0.19,0.21,17,24,25,2.5,주철,사각형,N,N,N,전깃줄,,01-06-안암로-가-0103-001.jpg,01-06-안암로-가-0103-002.jpg
06-회기로-가-0100,은행나무,가로수,교목,1986-04-07,02-2127-4319,서울특별시 동대문구청,2022-12-12,회기로,특별시도,서울특별시 동대문구 제기동 1149-16,서울특별시 동대문구 휘경동 183-144,서울홍릉 초등학교 앞,37.5915665,127.0469898,,서울특별시 동대문구 청량리동 산 1-141,청량리동,0.33,0.39,6.3,42,20,1,주철,사각형,N,N,N,전깃줄,,01-06-회기로-가-0100-001.jpg,01-06-회기로-가-0100-002.jpg
06-고산자로-가-0209,양버즘나무,가로수,교목,2002-04-04,02-2127-4319,서울특별시 동대문구청,2022-12-12,고산자로,특별시도,서울특별시 동대문구 용두동 696-10,서울특별시 동대문구 제기동 1149-16,유료주차장 앞,37.5824107,127.0387208,,서울특별시 동대문구 제기동 909,제기동,0.3,0.35,1.4,25,25,3.6,,,N,N,N,전깃줄,기타,01-06-고산자로-가-0209-001.jpg,01-06-고산자로-가-0209-002.jpg
06-약령시로-가-0270,벚나무,가로수,교목,1955-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,약령시로,특별시도,서울특별시 동대문구 제기동 1152-12,서울특별시 동대문구 청량리동 235-6,동화공인중개사 앞,37.5823462,127.0298859,,서울특별시 동대문구 제기동 1154,제기동,0.34,0.38,5.5,41,20,3.5|3.5,,대상형,N,N,N,,,01-06-약령시로-가-0270-001.jpg,01-06-약령시로-가-0270-002.jpg
06-사가정로-가-0117,이팝나무,가로수,교목,2000-04-04,02-2127-4319,서울특별시 동대문구청,2022-12-12,사가정로,특별시도,서울특별시 동대문구 답십리동 524-1,경기도 구리시 아천동 28-2,소야지 앞,37.5778375,127.0595098,,서울특별시 동대문구 전농동 30-1,전농2동,0.13,0.17,4.5,28,20,1.5,압연강판,사각형,N,N,N,전깃줄,,01-06-사가정로-가-0117-001.jpg,01-06-사가정로-가-0117-002.jpg
06-무학로-가-0198,은행나무,가로수,교목,1989-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,무학로,특별시도,서울특별시 동대문구 용두동 255-58,서울특별시 동대문구 용두동 726-1,공영주차장,37.5730052,127.0305247,,서울특별시 동대문구 용두동 237-10,용신동,0.3,0.36,7.3,38,25,3,,,N,N,N,전깃줄,,01-06-무학로-가-0198-001.jpg,01-06-무학로-가-0198-002.jpg
06-천호대로-가-0154,양버즘나무,가로수,교목,1995-04-04,02-2127-4319,서울특별시 동대문구청,2022-12-12,천호대로,특별시도,서울특별시 동대문구 신설동 117-21,서울특별시 동대문구 장안동 204-13,은성빌딩 앞,37.56102721,127.0689914,,서울특별시 동대문구 장안동 472-1,장안1동,0.38,0.48,6,32,40,4.4,압연강판,사각형,N,N,N,,,01-06-천호대로-가-0154-001.jpg,01-06-천호대로-가-0154-002.jpg
06-답십리로-가-0012,양버즘나무,가로수,교목,1996-04-08,02-2127-4319,서울특별시 동대문구청,2022-12-12,답십리로,특별시도,서울특별시 동대문구 전농동 621-1,서울특별시 동대문구 장안동 333-2,청량리역롯데캐슬SKY 앞,37.5777332,127.044369,,서울특별시 동대문구 전농동 623-15,전농1동,0.37,0.48,4.3,31,30,,주철,사각형,N,N,N,전신주,전깃줄,01-06-답십리로-가-0012-001.jpg,01-06-답십리로-가-0012-002.jpg
06-홍릉로-가-0079,양버즘나무,가로수,교목,1991-04-04,02-2127-4319,서울특별시 동대문구청,2022-12-12,홍릉로,특별시도,서울특별시 동대문구 청량리동 279,서울특별시 동대문구 청량리동 206-77,홍릉근린공원 영휘원 앞,37.58930206,127.0427856,,서울특별시 동대문구 청량리동 204-38,청량리동,0.43,0.54,7,36,23,2.8,,대상형,N,N,N,,,01-06-홍릉로-가-0079-001.jpg,01-06-홍릉로-가-0079-002.jpg
06-서울시립대로-가-0246,은행나무,가로수,교목,1989-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,서울시립대로,특별시도,서울특별시 동대문구 답십리동 464-1,서울특별시 동대문구 전농동 152-11,바이프랩 앞,37.575255,127.0470813,,서울특별시 동대문구 전농동 666,전농1동,0.3,0.35,7.5,38,25,1.5,주철,사각형,N,N,N,가로등,전깃줄,01-06-서울시립대로-가-0246-001.jpg,01-06-서울시립대로-가-0246-002.jpg
06-망우로-가-0078,은행나무,가로수,교목,1973-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,망우로,특별시도,서울특별시 동대문구 휘경동 343-23,서울특별시 동대문구 휘경동 7-42,유천금속 앞,37.59064102,127.064415,,서울특별시 동대문구 휘경동 32-1,휘경2동,0.43,0.53,4.6,54,35,3.3,,사각형,N,N,N,전신주,전깃줄,01-06-망우로-가-0078-001.jpg,01-06-망우로-가-0078-002.jpg
06-망우로-가-0089,은행나무,가로수,교목,1977-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,망우로,특별시도,서울특별시 동대문구 휘경동 343-23,서울특별시 동대문구 휘경동 7-42,두꺼비왕도매센터 앞,37.59101756,127.0657029,,서울특별시 동대문구 휘경동 34-6,휘경2동,0.4,0.49,7,50,35,3,주철,사각형,N,N,N,전깃줄,,01-06-망우로-가-0089-001.jpg,01-06-망우로-가-0089-002.jpg
06-무학로-가-0085,은행나무,가로수,교목,1976-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,무학로,특별시도,서울특별시 동대문구 용두동 255-58,서울특별시 동대문구 용두동 726-1,용두롯데캐슬리치아파트 앞,37.57966257,127.0302087,,서울특별시 동대문구 용두동 150-32,용신동,0.41,0.48,7,52,25,2.2,압연강판,사각형,N,N,N,전깃줄,,01-06-무학로-가-0085-001.jpg,01-06-무학로-가-0085-002.jpg
06-제기로-가-0026,양버즘나무,가로수,교목,1987-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,제기로,특별시도,서울특별시 동대문구 제기동 142-22,서울특별시 동대문구 전농동 620-67,허브앤씨드 앞,37.5864971,127.0378569,,서울특별시 동대문구 제기동 856,제기동,0.48,0.54,6,40,25,1.5,주철,사각형,N,Y,N,가로등,전깃줄,01-06-제기로-가-0026-001.jpg,01-06-제기로-가-0026-002.jpg
06-사가정로-가-0096,은행나무,가로수,교목,1997-04-07,02-2127-4319,서울특별시 동대문구청,2022-12-12,사가정로,특별시도,서울특별시 동대문구 답십리동 524-1,경기도 구리시 아천동 28-2,어반트리스터디카페 전농센터점 앞,37.5772075,127.0570326,,서울특별시 동대문구 전농동 295-26,전농1동,0.24,0.28,8,30,20,1.6,주철,사각형,N,N,N,전깃줄,,01-06-사가정로-가-0096-001.jpg,01-06-사가정로-가-0096-002.jpg
06-한천로66길-가-0005,은행나무,가로수,교목,1991-04-04,02-2127-4319,서울특별시 동대문구청,2022-12-12,한천로66길,특별시도,서울특별시 동대문구 이문동 212-4,서울특별시 동대문구 이문동 208-2,삼화에코빌 앞,37.6058812,127.0672767,,서울특별시 동대문구 이문동 209-16,이문2동,0.29,0.41,8,37,20,1.3,주철,사각형,N,N,N,,,01-06-한천로66길-가-0005-001.jpg,01-06-한천로66길-가-0005-002.jpg
06-약령시로-가-0053,양버즘나무,가로수,교목,1989-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,약령시로,특별시도,서울특별시 동대문구 제기동 1152-12,서울특별시 동대문구 청량리동 235-6,경동골프존 앞,37.5830363,127.0388756,,서울특별시 동대문구 제기동 856,제기동,0.46,0.54,9.8,39,20,2.4,,사각형,N,N,N,전신주,전깃줄,01-06-약령시로-가-0053-001.jpg,01-06-약령시로-가-0053-002.jpg
06-천호대로-가-0021,양버즘나무,가로수,교목,1997-04-07,02-2127-4319,서울특별시 동대문구청,2022-12-12,천호대로,특별시도,서울특별시 동대문구 신설동 117-21,서울특별시 동대문구 장안동 204-13,천호대로34 앞,37.5738159,127.0271966,,서울특별시 동대문구 신설동 92-34,용신동,0.36,0.46,8,30,40,2.8,압연강판,사각형,N,N,N,신호등,전깃줄,01-06-천호대로-가-0021-001.jpg,01-06-천호대로-가-0021-002.jpg
06-신이문로-가-0041,은행나무,가로수,교목,2014-04-04,02-2127-4319,서울특별시 동대문구청,2022-12-12,신이문로,특별시도,서울특별시 동대문구 이문동 256-371,서울특별시 동대문구 이문동 217-8,영수네고기세상 앞,37.6029405,127.0658201,,서울특별시 동대문구 이문동 237-3,이문2동,0.1,0.14,14,13,15,1.6,압연강판,,N,N,N,전깃줄,,01-06-신이문로-가-0041-001.jpg,01-06-신이문로-가-0041-002.jpg
06-이문로-가-0228,은행나무,가로수,교목,1989-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,이문로,특별시도,서울특별시 동대문구 회기동 66-1,서울특별시 동대문구 이문동 247-1,뉴타운 부동산 맞은편,37.5975421,127.0610404,,서울특별시 동대문구 이문동 292-90,이문1동,0.3,0.41,7,38,29,1.6,주철,사각형,N,N,N,전깃줄,,01-06-이문로-가-0228-001.jpg,01-06-이문로-가-0228-002.jpg
06-정릉천동로-가-0026,양버즘나무,가로수,교목,1996-04-08,02-2127-4319,서울특별시 동대문구청,2022-12-12,정릉천동로,특별시도,서울특별시 동대문구 용두동 696-5,서울특별시 동대문구 제기동 859-1,정릉천동로125-1 앞,37.5835421,127.0360639,,서울특별시 동대문구 제기동 1205,제기동,0.37,0.43,4,31,18,1.2,기타,사각형,N,N,N,가로등,전깃줄,01-06-정릉천동로-가-0026-001.jpg,01-06-정릉천동로-가-0026-002.jpg
06-겸재로-가-0055,메타세쿼이아,가로수,교목,2010-04-05,02-2127-4319,서울특별시 동대문구청,2022-12-12,겸재로,특별시도,서울특별시 동대문구 휘경동 57-1,서울특별시 동대문구 휘경동 49-295,전동중학교 앞,37.58486038,127.0715452,,서울특별시 동대문구 휘경동 49-322,휘경2동,0.22,0.25,2,17,25,2,,,N,N,N,,,01-06-겸재로-가-0055-001.jpg,01-06-겸재로-가-0055-002.jpg
06-전농로-가-0327,은행나무,가로수,교목,2006-04-05,02-2127-4319,서울특별시 동대문구청,2022-12-12,전농로,특별시도,서울특별시 동대문구 답십리동 492-1,서울특별시 동대문구 전농동 620-67,KB국민은행 앞,37.57396044,127.0574242,,서울특별시 동대문구 답십리동 94-2,답십리1동,0.17,0.21,20,22,25,2.4,주철,사각형,N,N,N,전깃줄,,01-06-전농로-가-0327-001.jpg,01-06-전농로-가-0327-002.jpg
06-전농로-가-0017,양버즘나무,가로수,교목,2003-04-07,02-2127-4319,서울특별시 동대문구청,2022-12-12,전농로,특별시도,서울특별시 동대문구 답십리동 492-1,서울특별시 동대문구 전농동 620-67,계림빌딩,37.5672946,127.0568641,,서울특별시 동대문구 답십리동 534,답십리2동,0.29,0.34,10.5,25,25,2.2,주철,사각형,N,N,N,전깃줄,,01-06-전농로-가-0017-001.jpg,01-06-전농로-가-0017-002.jpg
06-회기로-가-0169,은행나무,가로수,교목,1981-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,회기로,특별시도,서울특별시 동대문구 제기동 1149-16,서울특별시 동대문구 휘경동 183-144,에이플러스 앞,37.5907762,127.0537439,,서울특별시 동대문구 회기동 45-37,회기동,0.37,0.41,5.7,47,20,1,압연강판,사각형,N,N,N,전신주,전깃줄,01-06-회기로-가-0169-001.jpg,01-06-회기로-가-0169-002.jpg
06-장한로-가-0249,이팝나무,가로수,교목,2006-04-05,02-2127-4319,서울특별시 동대문구청,2022-12-12,장한로,특별시도,서울특별시 동대문구 장안동 464-1,서울특별시 동대문구 장안동 313-1,한상에소두마리 앞,37.5652449,127.0670104,,서울특별시 동대문구 장안동 469-9,장안1동,0.1,0.13,23,21,30,2.6,압연강판,사각형,N,N,N,전깃줄,,01-06-장한로-가-0249-001.jpg,01-06-장한로-가-0249-002.jpg
06-한천로-가-0038,이팝나무,가로수,교목,1971-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,한천로,특별시도,서울특별시 동대문구 장안동 413-7,서울특별시 동대문구 이문동 209-13,속초명가 앞,37.56658568,127.0620919,,서울특별시 동대문구 답십리동 12-231,장안1동,0.27,0.29,9,57,20,2,주철,사각형,N,N,N,전신주,가로등,01-06-한천로-가-0038-001.jpg,01-06-한천로-가-0038-002.jpg
06-한천로-가-0354,양버즘나무,가로수,교목,1999-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,한천로,특별시도,서울특별시 동대문구 장안동 413-7,서울특별시 동대문구 이문동 209-13,이문동대림아파트 앞,37.6053154,127.0667955,,서울특별시 동대문구 이문동 209-1,이문2동,0.33,0.45,8,28,20,1.1,주철,사각형,N,N,N,전깃줄,,01-06-한천로-가-0354-001.jpg,01-06-한천로-가-0354-002.jpg
06-휘경로-가-0034,양버즘나무,가로수,교목,2000-04-04,02-2127-4319,서울특별시 동대문구청,2022-12-12,휘경로,특별시도,서울특별시 동대문구 이문동 288-65,서울특별시 동대문구 휘경동 119-21,인덕슈퍼,37.5940183,127.0677178,,서울특별시 동대문구 휘경동 118-22,휘경1동,0.32,0.4,6,27,20,0.9,압연강판,사각형,N,N,N,전깃줄,,01-06-휘경로-가-0034-001.jpg,01-06-휘경로-가-0034-002.jpg
06-이문로-가-0183,은행나무,가로수,교목,1989-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,이문로,특별시도,서울특별시 동대문구 회기동 66-1,서울특별시 동대문구 이문동 247-1,서울연세의원 앞,37.6034187,127.0621483,,서울특별시 동대문구 이문동 256-2,이문2동,0.3,0.4,15,38,29,2.1,주철,사각형,N,N,N,전깃줄,,01-06-이문로-가-0183-001.jpg,01-06-이문로-가-0183-002.jpg
06-왕산로-가-0041,은행나무,가로수,교목,2006-04-05,02-2127-4319,서울특별시 동대문구청,2022-12-12,왕산로,특별시도,서울특별시 동대문구 신설동 131-50,서울특별시 동대문구 휘경동 343-23,연희타워 앞,37.5780265,127.0310768,,서울특별시 동대문구 용두동 237-10,용신동,0.17,0.22,12,22,35,1.7,주철,사각형,N,N,N,,,01-06-왕산로-가-0041-001.jpg,01-06-왕산로-가-0041-002.jpg
06-이문로-가-0126,은행나무,가로수,교목,1983-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,이문로,특별시도,서울특별시 동대문구 회기동 66-1,서울특별시 동대문구 이문동 247-1,이문1재정비촉진구역,37.6005517,127.0619539,,서울특별시 동대문구 이문동 255-8,이문1동,0.35,0.47,7.3,44,29,1.8,주철,사각형,N,N,N,전깃줄,,01-06-이문로-가-0126-001.jpg,01-06-이문로-가-0126-002.jpg
